Date;Time;Global_active_power;Global_reactive_power;Voltage;Global_intensity;Sub_metering_1;Sub_metering_2;Sub_metering_3
16/12/2006;18:24:00;3.452;0.0;235.2;15.2;0.0;1.0;17.0
16/12/2006;18:25:00;4.87;0.0;233.74;20.8;0.0;1.0;17.0
16/12/2006;18:26:00;4.868;0.0;233.84;20.8;0.0;1.0;17.0
16/12/2006;18:27:00;4.866;0.0;233.79;20.8;0.0;1.0;17.0
16/12/2006;18:28:00;3.176;0.0;235.5;13.8;0.0;1.0;17.0
16/12/2006;18:29:00;2.92;0.0;235.84;12.4;0.0;1.0;17.0
16/12/2006;18:30:00;2.93;0.0;236.15;12.4;0.0;1.0;17.0
16/12/2006;18:31:00;2.912;0.05;235.81;12.4;0.0;1.0;17.0
16/12/2006;18:32:00;2.608;0.052;235.41;11.0;0.0;1.0;17.0
16/12/2006;18:33:00;2.714;0.162;234.82;11.6;0.0;0.0;17.0
16/12/2006;18:34:00;3.538;0.086;233.76;15.6;0.0;1.0;16.0
16/12/2006;18:35:00;6.072;0.0;232.48;26.4;0.0;27.0;17.0
16/12/2006;18:36:00;4.536;0.0;233.54;19.4;0.0;1.0;17.0
16/12/2006;18:37:00;4.408;0.0;232.32;18.8;0.0;1.0;16.0
16/12/2006;18:38:00;2.912;0.048;234.02;13.0;0.0;1.0;17.0
16/12/2006;18:39:00;2.326;0.054;234.76;9.8;0.0;1.0;17.0
16/12/2006;18:40:00;2.264;0.054;234.67;9.6;0.0;1.0;17.0
16/12/2006;18:41:00;2.27;0.054;235.27;9.6;0.0;1.0;17.0
16/12/2006;18:42:00;2.258;0.054;235.12;9.6;0.0;1.0;17.0
16/12/2006;18:43:00;2.188;0.068;235.8;9.2;0.0;1.0;17.0
16/12/2006;18:44:00;2.978;0.166;234.81;13.2;0.0;1.0;17.0
16/12/2006;18:45:00;4.2;0.174;234.38;17.8;0.0;1.0;17.0
16/12/2006;18:46:00;4.204;0.186;234.2;17.8;0.0;1.0;16.0
16/12/2006;18:47:00;4.218;0.178;233.98;18.0;0.0;1.0;17.0
16/12/2006;18:48:00;2.786;0.188;234.99;12.0;0.0;2.0;17.0
16/12/2006;18:49:00;2.54;0.088;234.67;10.8;0.0;4.0;17.0
16/12/2006;18:50:00;2.496;0.08;233.92;10.6;0.0;3.0;17.0
16/12/2006;18:51:00;2.336;0.07;233.51;10.0;0.0;1.0;16.0
16/12/2006;18:52:00;2.322;0.0;233.44;9.8;0.0;0.0;17.0
16/12/2006;18:53:00;2.448;0.0;233.64;10.6;0.0;1.0;17.0
16/12/2006;18:54:00;4.298;0.0;232.39;18.4;0.0;1.0;16.0
16/12/2006;18:55:00;4.23;0.09;232.25;18.2;0.0;1.0;17.0
16/12/2006;18:56:00;4.23;0.09;232.32;18.2;0.0;2.0;16.0
16/12/2006;18:57:00;3.924;0.084;232.79;17.0;0.0;1.0;17.0
16/12/2006;18:58:00;4.218;0.09;232.09;18.0;0.0;1.0;17.0
16/12/2006;18:59:00;4.224;0.09;231.96;18.2;0.0;1.0;16.0
16/12/2006;19:00:00;4.07;0.088;231.99;17.4;0.0;1.0;17.0
16/12/2006;19:01:00;3.612;0.09;232.36;15.6;0.0;2.0;16.0
16/12/2006;19:02:00;3.458;0.09;232.71;14.8;0.0;1.0;17.0
16/12/2006;19:03:00;3.434;0.09;232.01;14.8;0.0;1.0;16.0
16/12/2006;19:04:00;3.366;0.0;232.78;14.4;0.0;1.0;17.0
16/12/2006;19:05:00;3.404;0.082;233.08;14.6;0.0;2.0;16.0
16/12/2006;19:06:00;3.382;0.074;233.69;14.4;0.0;0.0;17.0
16/12/2006;19:07:00;3.616;0.106;234.44;15.4;0.0;4.0;17.0
16/12/2006;19:08:00;3.476;0.092;234.6;14.8;0.0;3.0;17.0
16/12/2006;19:09:00;3.394;0.064;235.12;14.4;0.0;0.0;17.0
16/12/2006;19:10:00;3.4;0.0;234.28;14.4;0.0;1.0;17.0
16/12/2006;19:11:00;3.414;0.0;234.19;14.4;0.0;1.0;17.0
16/12/2006;19:12:00;3.432;0.0;234.69;14.6;0.0;1.0;16.0
16/12/2006;19:13:00;3.418;0.0;234.26;14.6;0.0;2.0;17.0
16/12/2006;19:14:00;3.392;0.0;233.3;14.4;0.0;1.0;17.0
16/12/2006;19:15:00;3.394;0.0;233.43;14.4;0.0;1.0;17.0
16/12/2006;19:16:00;3.394;0.0;233.45;14.4;0.0;1.0;16.0
16/12/2006;19:17:00;3.406;0.0;233.91;14.4;0.0;2.0;17.0
16/12/2006;19:18:00;3.42;0.0;234.43;14.6;0.0;1.0;17.0
16/12/2006;19:19:00;3.418;0.0;234.34;14.4;0.0;1.0;17.0
16/12/2006;19:20:00;3.422;0.052;234.58;14.6;0.0;1.0;17.0
16/12/2006;19:21:00;3.332;0.0;234.02;14.2;0.0;1.0;16.0
16/12/2006;19:22:00;3.316;0.046;234.29;14.0;0.0;1.0;17.0
16/12/2006;19:23:00;3.334;0.0;234.36;14.2;0.0;2.0;17.0
16/12/2006;19:24:00;3.262;0.052;232.64;14.0;0.0;0.0;17.0
16/12/2006;19:25:00;3.476;0.064;232.96;14.8;0.0;3.0;16.0
16/12/2006;19:26:00;3.62;0.09;233.47;15.4;0.0;5.0;17.0
16/12/2006;19:27:00;3.61;0.084;234.98;15.2;0.0;5.0;17.0
16/12/2006;19:28:00;3.646;0.138;234.34;15.4;0.0;5.0;17.0
16/12/2006;19:29:00;3.614;0.192;233.92;15.4;0.0;5.0;17.0
16/12/2006;19:30:00;3.408;0.162;233.94;14.4;0.0;2.0;16.0
16/12/2006;19:31:00;3.388;0.134;233.72;14.4;0.0;1.0;17.0
16/12/2006;19:32:00;3.372;0.132;233.2;14.4;0.0;2.0;17.0
16/12/2006;19:33:00;3.37;0.132;233.1;14.4;0.0;1.0;16.0
16/12/2006;19:34:00;3.342;0.12;232.29;14.4;0.0;1.0;17.0
16/12/2006;19:35:00;3.284;0.0;232.45;14.0;0.0;2.0;16.0
16/12/2006;19:36:00;3.276;0.0;231.97;14.0;0.0;1.0;17.0
16/12/2006;19:37:00;3.382;0.13;232.42;14.4;0.0;2.0;17.0
16/12/2006;19:38:00;3.418;0.16;233.38;14.6;0.0;1.0;16.0
16/12/2006;19:39:00;3.396;0.158;232.69;14.6;0.0;1.0;17.0
16/12/2006;19:40:00;3.406;0.158;233.2;14.6;0.0;2.0;16.0
16/12/2006;19:41:00;3.406;0.158;233.26;14.6;0.0;1.0;17.0
16/12/2006;19:42:00;3.392;0.156;232.84;14.4;0.0;1.0;17.0
16/12/2006;19:43:00;3.378;0.154;232.39;14.4;0.0;2.0;16.0
16/12/2006;19:44:00;3.368;0.154;232.14;14.4;0.0;1.0;17.0
16/12/2006;19:45:00;3.35;0.152;231.57;14.4;0.0;1.0;16.0
16/12/2006;19:46:00;3.352;0.152;231.66;14.4;0.0;2.0;17.0
16/12/2006;19:47:00;3.364;0.154;232.22;14.4;0.0;1.0;16.0
16/12/2006;19:48:00;3.38;0.156;232.81;14.4;0.0;1.0;17.0
16/12/2006;19:49:00;3.404;0.16;233.77;14.4;0.0;1.0;17.0
16/12/2006;19:50:00;3.378;0.156;232.82;14.4;0.0;2.0;16.0
16/12/2006;19:51:00;3.388;0.158;233.22;14.4;0.0;1.0;17.0
16/12/2006;19:52:00;3.376;0.156;232.84;14.4;0.0;1.0;17.0
16/12/2006;19:53:00;3.254;0.0;232.75;13.8;0.0;0.0;16.0
16/12/2006;19:54:00;3.214;0.078;232.64;13.8;0.0;0.0;17.0
16/12/2006;19:55:00;3.202;0.078;232.2;13.8;0.0;0.0;16.0
16/12/2006;19:56:00;3.202;0.078;232.2;13.8;0.0;0.0;17.0
16/12/2006;19:57:00;3.212;0.078;232.58;13.8;0.0;0.0;16.0
16/12/2006;19:58:00;3.206;0.078;232.4;13.8;0.0;0.0;17.0
16/12/2006;19:59:00;3.214;0.078;232.66;13.8;0.0;0.0;17.0
16/12/2006;20:00:00;3.206;0.078;232.43;13.8;0.0;0.0;16.0
16/12/2006;20:01:00;3.222;0.078;233.02;13.8;0.0;0.0;17.0
16/12/2006;20:02:00;3.216;0.076;232.8;13.8;0.0;0.0;16.0
16/12/2006;20:03:00;3.216;0.078;232.79;13.8;0.0;0.0;17.0
16/12/2006;20:04:00;3.194;0.078;231.98;13.6;0.0;0.0;16.0
16/12/2006;20:05:00;3.278;0.0;232.88;14.0;0.0;0.0;17.0
16/12/2006;20:06:00;3.282;0.0;232.52;14.0;0.0;0.0;17.0
16/12/2006;20:07:00;3.292;0.0;232.87;14.0;0.0;0.0;16.0
16/12/2006;20:08:00;3.316;0.0;233.78;14.0;0.0;0.0;17.0
16/12/2006;20:09:00;3.37;0.08;233.69;14.4;0.0;0.0;17.0
16/12/2006;20:10:00;3.42;0.144;234.04;14.6;0.0;0.0;17.0
16/12/2006;20:11:00;3.41;0.142;233.93;14.6;0.0;0.0;16.0
16/12/2006;20:12:00;3.4;0.14;233.62;14.4;0.0;0.0;17.0
16/12/2006;20:13:00;3.4;0.14;233.64;14.4;0.0;0.0;17.0
16/12/2006;20:14:00;3.388;0.14;233.26;14.4;0.0;0.0;16.0
16/12/2006;20:15:00;3.37;0.086;233.9;14.4;0.0;0.0;17.0
16/12/2006;20:16:00;3.332;0.0;233.68;14.2;0.0;0.0;17.0
16/12/2006;20:17:00;3.31;0.0;232.83;14.2;0.0;0.0;17.0
16/12/2006;20:18:00;3.312;0.0;233.0;14.2;0.0;0.0;16.0
16/12/2006;20:19:00;3.314;0.0;233.08;14.2;0.0;0.0;17.0
16/12/2006;20:20:00;3.302;0.0;232.69;14.2;0.0;0.0;16.0
16/12/2006;20:21:00;3.302;0.0;232.91;14.0;0.0;0.0;17.0
16/12/2006;20:22:00;3.3;0.0;232.87;14.0;0.0;0.0;17.0
16/12/2006;20:23:00;3.29;0.0;232.42;14.0;0.0;0.0;16.0
16/12/2006;20:24:00;3.286;0.0;232.31;14.0;0.0;0.0;17.0
16/12/2006;20:25:00;3.23;0.052;232.79;13.8;0.0;0.0;16.0
16/12/2006;20:26:00;3.218;0.078;233.05;13.8;0.0;0.0;17.0
16/12/2006;20:27:00;3.258;0.076;234.57;13.8;0.0;0.0;17.0
16/12/2006;20:28:00;3.264;0.076;234.79;13.8;0.0;0.0;17.0
16/12/2006;20:29:00;3.26;0.076;234.6;13.8;0.0;0.0;17.0
16/12/2006;20:30:00;3.262;0.076;234.54;13.8;0.0;0.0;17.0
16/12/2006;20:31:00;3.264;0.076;234.6;13.8;0.0;0.0;16.0
16/12/2006;20:32:00;3.238;0.076;233.77;13.8;0.0;0.0;17.0
16/12/2006;20:33:00;3.228;0.078;233.5;13.8;0.0;0.0;17.0
16/12/2006;20:34:00;3.222;0.078;233.27;13.8;0.0;0.0;17.0
16/12/2006;20:35:00;3.226;0.078;233.37;13.8;0.0;0.0;16.0
16/12/2006;20:36:00;3.206;0.078;232.64;13.6;0.0;0.0;17.0
16/12/2006;20:37:00;3.188;0.08;231.95;13.6;0.0;0.0;16.0
16/12/2006;20:38:00;3.196;0.08;232.21;13.6;0.0;0.0;17.0
16/12/2006;20:39:00;3.204;0.078;232.5;13.6;0.0;0.0;16.0
16/12/2006;20:40:00;3.232;0.078;233.63;13.8;0.0;0.0;17.0
16/12/2006;20:41:00;3.254;0.074;234.43;13.8;0.0;0.0;17.0
16/12/2006;20:42:00;3.376;0.05;234.63;14.4;0.0;0.0;17.0
16/12/2006;20:43:00;3.372;0.048;235.05;14.2;0.0;0.0;17.0
16/12/2006;20:44:00;3.366;0.048;234.96;14.2;0.0;0.0;17.0
16/12/2006;20:45:00;3.386;0.05;235.77;14.2;0.0;0.0;17.0
16/12/2006;20:46:00;3.496;0.146;236.76;14.8;0.0;0.0;17.0
16/12/2006;20:47:00;3.426;0.146;234.59;14.6;0.0;0.0;17.0
16/12/2006;20:48:00;3.44;0.148;235.13;14.6;0.0;0.0;17.0
16/12/2006;20:49:00;3.44;0.146;235.14;14.6;0.0;0.0;17.0
16/12/2006;20:50:00;3.454;0.15;235.75;14.6;0.0;0.0;17.0
16/12/2006;20:51:00;3.45;0.15;235.69;14.6;0.0;0.0;17.0
16/12/2006;20:52:00;3.48;0.154;236.86;14.6;0.0;0.0;17.0
16/12/2006;20:53:00;3.474;0.152;236.72;14.6;0.0;0.0;17.0
16/12/2006;20:54:00;3.456;0.15;236.05;14.6;0.0;0.0;17.0
16/12/2006;20:55:00;1.832;0.17;237.54;8.4;0.0;0.0;17.0
16/12/2006;20:56:00;2.044;0.102;237.44;9.4;0.0;0.0;18.0
16/12/2006;20:57:00;3.354;0.0;237.0;14.0;0.0;0.0;17.0
16/12/2006;20:58:00;3.282;0.074;235.55;13.8;0.0;0.0;17.0
16/12/2006;20:59:00;3.308;0.074;236.51;14.0;0.0;0.0;17.0
16/12/2006;21:00:00;3.314;0.072;236.76;14.0;0.0;0.0;17.0
16/12/2006;21:01:00;3.306;0.072;237.11;13.8;0.0;0.0;17.0
16/12/2006;21:02:00;1.692;0.054;238.72;7.8;0.0;0.0;18.0
16/12/2006;21:03:00;3.342;0.07;237.66;14.0;0.0;0.0;17.0
16/12/2006;21:04:00;3.354;0.07;238.2;14.0;0.0;0.0;17.0
16/12/2006;21:05:00;3.334;0.072;237.46;14.0;0.0;0.0;18.0
16/12/2006;21:06:00;3.33;0.072;237.36;14.0;0.0;0.0;17.0
16/12/2006;21:07:00;2.74;0.064;238.13;12.0;0.0;0.0;17.0
16/12/2006;21:08:00;2.188;0.06;237.74;10.0;0.0;0.0;18.0
16/12/2006;21:09:00;3.33;0.07;237.26;14.0;0.0;0.0;17.0
16/12/2006;21:10:00;3.34;0.07;237.69;14.0;0.0;0.0;17.0
16/12/2006;21:11:00;3.306;0.072;236.44;14.0;0.0;0.0;17.0
16/12/2006;21:12:00;3.044;0.072;236.23;13.2;0.0;0.0;17.0
16/12/2006;21:13:00;1.766;0.058;237.7;8.2;0.0;0.0;18.0
16/12/2006;21:14:00;3.376;0.0;235.73;14.2;0.0;0.0;17.0
16/12/2006;21:15:00;3.414;0.052;236.51;14.4;0.0;0.0;17.0
16/12/2006;21:16:00;3.426;0.054;237.11;14.4;0.0;0.0;17.0
16/12/2006;21:17:00;3.42;0.054;237.06;14.4;0.0;0.0;17.0
16/12/2006;21:18:00;1.876;0.074;238.63;8.6;0.0;0.0;18.0
16/12/2006;21:19:00;3.442;0.056;237.58;14.4;0.0;0.0;17.0
16/12/2006;21:20:00;3.414;0.054;236.87;14.4;0.0;0.0;17.0
16/12/2006;21:21:00;3.412;0.056;236.94;14.4;0.0;0.0;17.0
16/12/2006;21:22:00;2.542;0.068;238.17;11.4;0.0;0.0;18.0
16/12/2006;21:23:00;2.82;0.062;237.42;12.4;0.0;0.0;17.0
16/12/2006;21:24:00;3.41;0.054;236.91;14.4;0.0;0.0;17.0
16/12/2006;21:25:00;3.392;0.052;236.24;14.2;0.0;0.0;17.0
16/12/2006;21:26:00;2.878;0.06;237.17;12.6;0.0;0.0;17.0
16/12/2006;21:27:00;1.848;0.112;238.59;8.4;0.0;0.0;18.0
16/12/2006;21:28:00;3.494;0.144;237.43;14.6;0.0;0.0;17.0
16/12/2006;21:29:00;3.42;0.0;237.73;14.2;0.0;0.0;17.0
16/12/2006;21:30:00;3.226;0.0;237.2;13.8;0.0;0.0;18.0
16/12/2006;21:31:00;1.948;0.0;238.41;9.0;0.0;0.0;17.0
16/12/2006;21:32:00;3.392;0.0;236.6;14.2;0.0;0.0;17.0
16/12/2006;21:33:00;3.368;0.0;236.12;14.2;0.0;0.0;17.0
16/12/2006;21:34:00;3.378;0.0;236.54;14.2;0.0;0.0;17.0
16/12/2006;21:35:00;1.872;0.0;238.48;8.6;0.0;0.0;18.0
16/12/2006;21:36:00;3.212;0.0;237.27;13.6;0.0;0.0;17.0
16/12/2006;21:37:00;3.346;0.0;237.06;14.0;0.0;0.0;17.0
16/12/2006;21:38:00;3.308;0.072;236.49;14.0;0.0;0.0;17.0
16/12/2006;21:39:00;3.302;0.072;236.28;13.8;0.0;0.0;17.0
16/12/2006;21:40:00;2.36;0.064;236.89;10.8;0.0;0.0;18.0
16/12/2006;21:41:00;2.652;0.046;236.64;11.8;0.0;0.0;17.0
16/12/2006;21:42:00;3.392;0.0;236.58;14.2;0.0;1.0;17.0
16/12/2006;21:43:00;3.398;0.0;236.83;14.2;0.0;2.0;17.0
16/12/2006;21:44:00;3.424;0.046;237.75;14.4;0.0;1.0;17.0
16/12/2006;21:45:00;1.86;0.066;239.69;8.4;0.0;2.0;18.0
16/12/2006;21:46:00;3.25;0.082;238.95;13.8;0.0;1.0;17.0
16/12/2006;21:47:00;3.502;0.172;236.46;14.8;0.0;1.0;18.0
16/12/2006;21:48:00;3.484;0.17;235.98;14.6;0.0;2.0;17.0
16/12/2006;21:49:00;3.478;0.168;235.85;14.6;0.0;1.0;17.0
16/12/2006;21:50:00;1.696;0.194;238.19;7.6;0.0;2.0;17.0
16/12/2006;21:51:00;3.494;0.17;236.28;14.8;0.0;1.0;17.0
16/12/2006;21:52:00;3.482;0.17;236.4;14.6;0.0;1.0;17.0
16/12/2006;21:53:00;3.48;0.17;236.46;14.6;0.0;2.0;17.0
16/12/2006;21:54:00;3.474;0.168;236.28;14.6;0.0;1.0;17.0
16/12/2006;21:55:00;2.308;0.184;237.33;10.6;0.0;1.0;18.0
16/12/2006;21:56:00;2.926;0.178;237.09;12.8;0.0;2.0;17.0
16/12/2006;21:57:00;3.472;0.17;236.39;14.6;0.0;1.0;17.0
16/12/2006;21:58:00;3.48;0.17;236.75;14.6;0.0;1.0;17.0
16/12/2006;21:59:00;3.454;0.168;235.73;14.6;0.0;2.0;17.0
16/12/2006;22:00:00;3.464;0.17;236.03;14.6;0.0;1.0;17.0
16/12/2006;22:01:00;1.786;0.096;237.68;8.2;0.0;1.0;18.0
16/12/2006;22:02:00;3.182;0.0;235.99;13.6;0.0;1.0;17.0
16/12/2006;22:03:00;3.378;0.0;236.26;14.2;0.0;2.0;17.0
16/12/2006;22:04:00;3.372;0.0;236.03;14.2;0.0;1.0;17.0
16/12/2006;22:05:00;3.362;0.0;235.7;14.2;0.0;1.0;17.0
16/12/2006;22:06:00;3.112;0.0;236.08;13.4;0.0;1.0;17.0
16/12/2006;22:07:00;1.614;0.056;237.31;7.4;0.0;0.0;17.0
16/12/2006;22:08:00;3.358;0.0;236.14;14.2;0.0;0.0;17.0
16/12/2006;22:09:00;3.388;0.0;236.61;14.2;0.0;0.0;17.0
16/12/2006;22:10:00;3.392;0.0;236.93;14.2;0.0;0.0;17.0
16/12/2006;22:11:00;2.81;0.0;237.97;12.4;0.0;0.0;18.0
16/12/2006;22:12:00;2.18;0.0;238.02;10.0;0.0;0.0;17.0
16/12/2006;22:13:00;3.37;0.0;236.06;14.2;0.0;0.0;17.0
16/12/2006;22:14:00;3.326;0.0;234.45;14.0;0.0;0.0;17.0
16/12/2006;22:15:00;2.778;0.0;235.31;12.0;0.0;0.0;9.0
16/12/2006;22:16:00;2.358;0.0;237.1;9.8;0.0;0.0;0.0
16/12/2006;22:17:00;0.96;0.054;238.68;5.6;0.0;0.0;0.0
16/12/2006;22:18:00;1.606;0.0;238.76;7.8;0.0;0.0;0.0
16/12/2006;22:19:00;2.35;0.0;238.59;9.8;0.0;0.0;0.0
16/12/2006;22:20:00;2.428;0.068;238.87;10.0;0.0;0.0;0.0
16/12/2006;22:21:00;2.078;0.072;238.97;9.2;0.0;0.0;0.0
16/12/2006;22:22:00;0.78;0.09;239.93;4.6;0.0;0.0;0.0
16/12/2006;22:23:00;2.426;0.068;239.05;10.0;0.0;0.0;0.0
16/12/2006;22:24:00;2.412;0.066;238.46;10.0;0.0;0.0;0.0
16/12/2006;22:25:00;2.428;0.07;239.68;10.0;0.0;0.0;0.0
16/12/2006;22:26:00;1.53;0.084;240.72;7.6;0.0;0.0;0.0
16/12/2006;22:27:00;1.388;0.086;240.87;7.2;0.0;0.0;0.0
16/12/2006;22:28:00;2.424;0.07;239.71;10.0;0.0;0.0;0.0
16/12/2006;22:29:00;2.428;0.072;239.89;10.0;0.0;0.0;0.0
16/12/2006;22:30:00;2.388;0.07;239.48;10.0;0.0;0.0;0.0
16/12/2006;22:31:00;0.376;0.1;241.64;1.6;0.0;0.0;0.0
16/12/2006;22:32:00;2.202;0.074;240.07;9.6;0.0;0.0;0.0
16/12/2006;22:33:00;2.43;0.07;239.77;10.0;0.0;0.0;0.0
16/12/2006;22:34:00;2.346;0.052;240.05;9.6;0.0;0.0;0.0
16/12/2006;22:35:00;1.916;0.054;239.75;8.6;0.0;0.0;0.0
16/12/2006;22:36:00;0.384;0.0;240.58;2.4;0.0;0.0;0.0
16/12/2006;22:37:00;2.334;0.06;239.2;9.6;0.0;0.0;0.0
16/12/2006;22:38:00;2.32;0.06;238.84;9.6;0.0;0.0;0.0
16/12/2006;22:39:00;2.306;0.062;238.39;9.6;0.0;0.0;0.0
16/12/2006;22:40:00;2.306;0.064;238.39;9.6;0.0;0.0;0.0
16/12/2006;22:41:00;0.436;0.0;241.06;2.8;0.0;0.0;0.0
16/12/2006;22:42:00;1.584;0.05;240.89;7.8;0.0;0.0;0.0
16/12/2006;22:43:00;2.328;0.062;239.46;9.6;0.0;0.0;0.0
16/12/2006;22:44:00;2.326;0.062;239.27;9.6;0.0;0.0;0.0
16/12/2006;22:45:00;2.334;0.06;239.57;9.6;0.0;0.0;0.0
16/12/2006;22:46:00;1.846;0.054;239.99;8.4;0.0;0.0;0.0
16/12/2006;22:47:00;0.284;0.0;242.04;1.2;0.0;0.0;0.0
16/12/2006;22:48:00;2.342;0.06;239.89;9.8;0.0;0.0;0.0
16/12/2006;22:49:00;2.392;0.0;239.91;10.0;0.0;0.0;0.0
16/12/2006;22:50:00;2.414;0.0;240.02;10.0;0.0;0.0;0.0
16/12/2006;22:51:00;2.414;0.0;239.97;10.0;0.0;0.0;0.0
16/12/2006;22:52:00;0.754;0.086;241.27;4.4;0.0;0.0;0.0
16/12/2006;22:53:00;1.42;0.178;238.64;7.4;0.0;0.0;0.0
16/12/2006;22:54:00;2.468;0.162;237.47;10.4;0.0;0.0;0.0
16/12/2006;22:55:00;2.474;0.164;238.05;10.4;0.0;0.0;0.0
16/12/2006;22:56:00;2.488;0.168;239.03;10.4;0.0;0.0;0.0
16/12/2006;22:57:00;1.81;0.182;240.28;8.6;0.0;0.0;0.0
16/12/2006;22:58:00;0.674;0.2;241.36;4.0;0.0;0.0;0.0
16/12/2006;22:59:00;2.444;0.094;239.42;10.2;0.0;0.0;0.0
16/12/2006;23:00:00;2.41;0.068;238.9;10.0;0.0;0.0;0.0
16/12/2006;23:01:00;2.412;0.07;239.13;10.0;0.0;0.0;0.0
